id,name,description,manufacturer,price,name_clean,description_clean,manufacturer_clean,price_clean,brand_clean,price_flag
208409785,SDI Technologies IP99BR8 Clock Radio For iPod/iPhone,,iHome,,sdi technologies ip99br8 clock radio for ipodiphone,,ihome,,ihome,True
208410812,Nintendo DS Lite (Metallic Silver),,Nintendo Of America,$139.99,nintendo ds lite metallic silver,,nintendo of america,139.99,nintendo,False
208453643,Sony Z550N/B Notebook - VGNZ550N/B,"Sony VAIO Z550N/B Intel Centrino 2 Core 2 Duo P8600 2.40GHz Notebook 3GB DDR3 SDRAM, 250GB SATA HD, 13.1' LCD, DVDR DL/DVDRW/RAM, Modem, Gigabit NIC, 802.11a/b/g/n, Sprint Mobile, Bluetooth, Vista Business SP1/XP downgrade",Sony,,sony z550nb notebook  vgnz550nb,sony vaio z550nb intel centrino 2 core 2 duo p8600 240ghz notebook 3gb ddr3 sdram 250gb sata hd 131 lcd dvdr dldvdrwram modem gigabit nic 80211abgn sprint mobile bluetooth vista business sp1xp downgrade,sony,,sony,True
208453646,Sony Z570N/B Notebook - VGNZ570N/B,"Intel Centrino 2 Core 2 Duo P9500 2.53GHz - 13.1' - 3GB DDR3 SDRAM - 320GB HDD - DVD-Writer (DVD-RAM/R/RW) - Bluetooth, Gigabit Ethernet, Wi-Fi - Windows Vista Business - Black",Sony,,sony z570nb notebook  vgnz570nb,intel centrino 2 core 2 duo p9500 253ghz  131  3gb ddr3 sdram  320gb hdd  dvdwriter dvdramrrw  bluetooth gigabit ethernet wifi  windows vista business  black,sony,,sony,True
208453648,Sony Z591U/B Notebook - VGNZ591U/B,"Sony VAIO Z591U/B Laptop Intel Centrino 2 Core 2 Duo P9500 2.53GHz, 4GB DDR3, 320GB SATA HDD, 13.1' LCD, BR-ROM/DVDRW, 802.11a/b/g/n, Bluetooth, Windows Vista Ultimate",Sony,"$2,849.99",sony z591ub notebook  vgnz591ub,sony vaio z591ub laptop intel centrino 2 core 2 duo p9500 253ghz 4gb ddr3 320gb sata hdd 131 lcd brromdvdrw 80211abgn bluetooth windows vista ultimate,sony,2849.99,sony,False
208455791,Frigidarie GLD4355RF 24' Gallery Speed Clean Dishwasher (Black),,Frigidaire,$451.29,frigidarie gld4355rf 24 gallery speed clean dishwasher black,,frigidaire,451.29,frigidaire,False
208455792,Frigidaire GLD4355RFS Gallery Series 24' Under Counter Dishwasher,,Frigidaire,$443.81,frigidaire gld4355rfs gallery series 24 under counter dishwasher,,frigidaire,443.81,frigidaire,False
208455891,Sony XT-100HD HD Radio Tuner,,Sony,$38.00,sony xt100hd hd radio tuner,,sony,38.0,sony,False
208455893,Sony BRAVIA DAV-HDX576WF Home Theater System,"DVD Player, Amplifier, 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1000W RMS - Dolby Pro Logic II",Sony,$478.72,sony bravia davhdx576wf home theater system,dvd player amplifier 51 speakers  5 discs  progressive scan  1000w rms  dolby pro logic ii,sony,478.72,sony,False
208455894,Sony HT-CT100 Home Theater System,", 3.1 Speakers - Progressive Scan - 250W RMS",Sony,$279.95,sony htct100 home theater system, 31 speakers  progressive scan  250w rms,sony,279.95,sony,False
208455896,Sony ICF-CD73W AM/FM/Weather Shower CD Clock Radio (White),,Sony,$68.96,sony icfcd73w amfmweather shower cd clock radio white,,sony,68.96,sony,False
208455897,Sony DVP-FX820/P Portable DVD Player - DVPFX820/P,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG Playback - 1 Disc(s) - Pink",Sony,$148.72,sony dvpfx820p portable dvd player  dvpfx820p,8 lcd  dvdrw dvdrw dvdr dvdr cdrw  dvd video cdda mp3 jpeg playback  1 discs  pink,sony,148.72,sony,False
208456130,ALPINE IVA-W205 Car Video Player,"6.5' Active Matrix TFT LCD - DVD-RW, DVD+RW, CD-RW - DVD Video, DVD Audio, Video CD, CD-DA, MP3, WMA, AAC, MPEG-1, MPEG-2 - 200W FM, AM",Alpine,$689.96,alpine ivaw205 car video player,65 active matrix tft lcd  dvdrw dvdrw cdrw  dvd video dvd audio video cd cdda mp3 wma aac mpeg1 mpeg2  200w fm am,alpine,689.96,alpine,False
208456185,Whirlpool WFW8300SW 27' Front-Load Washer w/3.4 Cu. Ft. Capacity (White),,Whirlpool,$668.75,whirlpool wfw8300sw 27 frontload washer w34 cu ft capacity white,,whirlpool,668.75,whirlpool,False
208456199,Whirlpool WTW6400SW Cabrio 4.5 Cu Ft Capacity Washer (White),,Whirlpool,$819.75,whirlpool wtw6400sw cabrio 45 cu ft capacity washer white,,whirlpool,819.75,whirlpool,False
208456203,Whirlpool DU1055XTSS 6' Console Undercounter Dishwasher (Stainless Steel),,Whirlpool,$359.00,whirlpool du1055xtss 6 console undercounter dishwasher stainless steel,,whirlpool,359.0,whirlpool,False
208456215,Whirlpool 27' DUET WASHER HORIZ AXIS WP,,Whirlpool,$910.91,whirlpool 27 duet washer horiz axis wp,,whirlpool,910.91,whirlpool,False
208456233,Whirlpool WTW6700TW 28' Cabrio Series Top Loader Washer (Metallic/White),,Whirlpool,$925.91,whirlpool wtw6700tw 28 cabrio series top loader washer metallicwhite,,whirlpool,925.91,whirlpool,False
208456262,Whirlpool WTW6700TU Cabrio 4.6 Cu. Ft. Top Load Washer (Diamond Dust),,Whirlpool,"$1,029.75",whirlpool wtw6700tu cabrio 46 cu ft top load washer diamond dust,,whirlpool,1029.75,whirlpool,False
208464207,Canon EOS Rebel XS Digital SLR Camera with EF-S 18-55mm 1:3.5-5.6 IS Lens - Black - 2762B003,"Canon EOS Rebel XS Digital SLR Camera with 10 Megapixel, 2.5' LCD, 3 Frames Per Sec & Live View Mode - Black",Canon,$461.96,canon eos rebel xs digital slr camera with efs 1855mm 13556 is lens  black  2762b003,canon eos rebel xs digital slr camera with 10 megapixel 25 lcd 3 frames per sec  live view mode  black,canon,461.96,canon,False
208464825,Weber Summit E-620 Copper LP Gas Grill,,Weber,,weber summit e620 copper lp gas grill,,weber,,weber,True
208464828,Weber Summit SP-320 Stainless LP Gas Grill,,Weber,,weber summit sp320 stainless lp gas grill,,weber,,weber,True
208464837,Weber Genesis EP-320 Blue LP Gas Grill,,Weber,,weber genesis ep320 blue lp gas grill,,weber,,weber,True
208504045,Panasonic Viera TH-50PZ850U 50' Plasma TV,"50' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Panasonic,"$2,096.99",panasonic viera th50pz850u 50 plasma tv,50  atsc ntsc  169  1920 x 1080  hdtv,panasonic,2096.99,panasonic,False
208504099,Sony DVPFX820 Portable DVD Player - DVPFX820/W,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, MP3, JPEG Playback - 1 Disc(s) - Progressive Scan - White",Sony,$149.00,sony dvpfx820 portable dvd player  dvpfx820w,8 lcd  dvdrw dvdrw dvdr dvdr cdrw  dvd video mp3 jpeg playback  1 discs  progressive scan  white,sony,149.0,sony,False
208504178,Sony Cyber-shot DSC-W150 Digital Camera - Black - DSCW150/B,8.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$129.99,sony cybershot dscw150 digital camera  black  dscw150b,81 megapixel  169  2x digital zoom  27 active matrix tft color lcd,sony,129.99,sony,False
208504179,Denon DVD-3800BDCI Blu-ray Disc Player - DVD3800BDCI,"BD-R, DVD-RW, CD-RW, Secure Digital (SD) - DVD Video, CD-DA, MP3, WMA, JPEG, DivX 6, PCM Playback - Progressive Scan",Denon,,denon dvd3800bdci bluray disc player  dvd3800bdci,bdr dvdrw cdrw secure digital sd  dvd video cdda mp3 wma jpeg divx 6 pcm playback  progressive scan,denon,,denon,True
208504187,Sony BRAVIA KDL32XBR6 32' LCD TV,"32' - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV",Sony,$998.72,sony bravia kdl32xbr6 32 lcd tv,32  atsc ntsc  169  1920 x 1080  dolby surround  hdtv,sony,998.72,sony,False
208504190,Panasonic KXTH1212B,,Panasonic,$79.99,panasonic kxth1212b,,panasonic,79.99,panasonic,False
208504191,Mitsubishi WD-60735 60' Projection TV,60' - DLP - HDTV Ready,Mitsubishi,"$1,288.00",mitsubishi wd60735 60 projection tv,60  dlp  hdtv ready,mitsubishi,1288.0,mitsubishi,False
208504297,Sony BRAVIA XBR Series KDL-37XBR6 37' LCD TV - KDL37XBR6,"37' - Active Matrix TFT - ATSC, NTSC, NTSC-M - 16:9 - 1920 x 1080 - Surround - HDTV - 1080i, 1080p",Sony,"$1,197.66",sony bravia xbr series kdl37xbr6 37 lcd tv  kdl37xbr6,37  active matrix tft  atsc ntsc ntscm  169  1920 x 1080  surround  hdtv  1080i 1080p,sony,1197.66,sony,False
208504300,Onkyo HTS5100 Home Theater System - HTS5100B,", A/V Receiver, 7.1 Speakers - 1200W RMS - Dolby Pro Logic IIx, Dolby Digital, Dolby Digital EX, DTS, DTS-ES, DTS Neo:6, DTS 96/24 - Black",Onkyo,$478.72,onkyo hts5100 home theater system  hts5100b, av receiver 71 speakers  1200w rms  dolby pro logic iix dolby digital dolby digital ex dts dtses dts neo6 dts 9624  black,onkyo,478.72,onkyo,False
208504304,Sony HT7200DH Home Theater System,"DVD Player, A/V Receiver, 5.1 Speakers - 1 Disc(s) - Progressive Scan - 1000W RMS - Dolby Digital, Dolby Pro Logic, Dolby Pro Logic II, DTS",Sony,$376.96,sony ht7200dh home theater system,dvd player av receiver 51 speakers  1 discs  progressive scan  1000w rms  dolby digital dolby pro logic dolby pro logic ii dts,sony,376.96,sony,False
208504307,Sony STR-DG820 A/V Receiver - STRDG820,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTS",Sony,$318.72,sony strdg820 av receiver  strdg820,dolby digital dolby pro logic ii dts 9624 dts neo6 dolby digital ex dolby pro logic iix dolby pro logic dtses digital cinema sound dts,sony,318.72,sony,False
208504318,Sony BRAVIA Z Series KDL-40Z4100 40' LCD TV - KDL40Z4100/B,"40' - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby, Surround - HDTV - 1080i, 1080p",Sony,"$1,327.47",sony bravia z series kdl40z4100 40 lcd tv  kdl40z4100b,40  atsc ntsc  169  1920 x 1080  dolby surround  hdtv  1080i 1080p,sony,1327.47,sony,False
208504334,Sony BRAVIA Z Series KDL-46Z4100 46' LCD TV - KDL46Z4100/B,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - Dolby - HDTV - 1080i, 1080p",Sony,"$1,687.98",sony bravia z series kdl46z4100 46 lcd tv  kdl46z4100b,46  atsc ntsc  169  1920 x 1080  dolby  hdtv  1080i 1080p,sony,1687.98,sony,False
208504339,Sony BRAVIA M Series KDL-32M4000 32' LCD TV - KDL32M4000,"32' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",Sony,$639.95,sony bravia m series kdl32m4000 32 lcd tv  kdl32m4000,32  atsc ntsc  169  1366 x 768  hdtv,sony,639.95,sony,False
208504340,Sony BRAVIA W Series KDL-46W4100 46' LCD TV - KDL46W4100,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Sony,"$1,399.99",sony bravia w series kdl46w4100 46 lcd tv  kdl46w4100,46  atsc ntsc  169  1920 x 1080  hdtv,sony,1399.99,sony,False
208504345,Sony BRAVIA V Series KDL-52V4100 52' LCD TV - KDL52V4100,"52' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Sony,"$1,599.00",sony bravia v series kdl52v4100 52 lcd tv  kdl52v4100,52  atsc ntsc  169  1920 x 1080  hdtv,sony,1599.0,sony,False
208504369,LG 52LG50 52' LCD TV,"LG 52LG50 - 52' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 6ms Response Time",LG Electronics,,lg 52lg50 52 lcd tv,lg 52lg50  52 widescreen 1080p lcd hdtv  150001 dynamic contrast ratio  6ms response time,lg electronics,,lg,True
208504370,LG 47LG50 47' LCD TV,"LG 47LG50 - 47' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 5ms Response Time",LG Electronics,,lg 47lg50 47 lcd tv,lg 47lg50  47 widescreen 1080p lcd hdtv  150001 dynamic contrast ratio  5ms response time,lg electronics,,lg,True
208504378,LG 32LG40 32' TV/DVD Combo,"LG 32LG40 - 32' Widescreen 720p LCD HDTV w/ Built-in DVD Player - 12,000:1 Dynamic Contrast Ratio - 8ms Response Time",LG Electronics,,lg 32lg40 32 tvdvd combo,lg 32lg40  32 widescreen 720p lcd hdtv w builtin dvd player  120001 dynamic contrast ratio  8ms response time,lg electronics,,lg,True
208504394,Mitsubishi MB-S73 TV Stand,,Mitsubishi,$499.00,mitsubishi mbs73 tv stand,,mitsubishi,499.0,mitsubishi,False
208504396,Mitsubishi Diamond WD-73835 73' Projection TV - WD73835,73' - DLP,Mitsubishi,"$3,299.00",mitsubishi diamond wd73835 73 projection tv  wd73835,73  dlp,mitsubishi,3299.0,mitsubishi,False
208504407,LG LG70 Series 52LG70 52' LCD TV,"LG 52LG70 - 52' Widescreen 1080p LCD HDTV - 120Hz - 15,000:1 Dynamic Contrast Ratio - 4ms Response Time",LG Electronics,,lg lg70 series 52lg70 52 lcd tv,lg 52lg70  52 widescreen 1080p lcd hdtv  120hz  150001 dynamic contrast ratio  4ms response time,lg electronics,,lg,True
208504421,Sony BRAVIA W Series KDL-52W4100 52' LCD TV - KDL52W4100,52' - 16:9 - 1920 x 1080 - HDTV,Sony,"$1,998.72",sony bravia w series kdl52w4100 52 lcd tv  kdl52w4100,52  169  1920 x 1080  hdtv,sony,1998.72,sony,False
208504422,Mitsubishi Diamond WD-65835 65' Projection TV,65' - DLP,Mitsubishi,"$2,399.00",mitsubishi diamond wd65835 65 projection tv,65  dlp,mitsubishi,2399.0,mitsubishi,False
208504423,Sony STR-DG920 A/V Receiver - STRDG920,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTSFM, AM, XM",Sony,$404.07,sony strdg920 av receiver  strdg920,dolby digital dolby pro logic ii dts 9624 dts neo6 dolby digital ex dolby pro logic iix dolby pro logic dtses digital cinema sound dtsfm am xm,sony,404.07,sony,False
208504429,Denon AVR-1609 A/V Receiver - AVR1609,"Dolby Digital Surround, Dolby Pro Logic IIx, DTS-ES, DTS Neo:6, DTS 96/24FM, AM",Denon,$348.00,denon avr1609 av receiver  avr1609,dolby digital surround dolby pro logic iix dtses dts neo6 dts 9624fm am,denon,348.0,denon,False
208504432,Denon AVR-1709 A/V Receiver - AVR1709,"Dolby Digital Surround, DTS-ES, DTS Neo:6, DTS 96/24, Dolby Pro Logic IIxFM, AM",Denon,$448.00,denon avr1709 av receiver  avr1709,dolby digital surround dtses dts neo6 dts 9624 dolby pro logic iixfm am,denon,448.0,denon,False
208504437,Nikon D700 Digtal SLR Camera - 25444,12.1 Megapixel - 3' Active Matrix TFT Color LCD,Nikon,"$2,699.00",nikon d700 digtal slr camera  25444,121 megapixel  3 active matrix tft color lcd,nikon,2699.0,nikon,False
208504461,Klipsch KS7502THX (Each) - KS-7502-THX,,Klipsch,"$1,000.00",klipsch ks7502thx each  ks7502thx,,klipsch,1000.0,klipsch,False
208653765,Sony DPFD70 Digital Photo Frame,Photo Viewer - 7' LCD,Sony,$107.58,sony dpfd70 digital photo frame,photo viewer  7 lcd,sony,107.58,sony,False
208653767,Sony DPFV900 Digital Photo Frame - DPF-V900,Photo Viewer - 9' LCD,Sony,$199.95,sony dpfv900 digital photo frame  dpfv900,photo viewer  9 lcd,sony,199.95,sony,False
208653775,Sony Picture Station Digital Photo Printer - DPPFP95,,Sony,,sony picture station digital photo printer  dppfp95,,sony,,sony,True
208656495,Olympus FE-360 Digital Camera - Pink - 226540,8 Megapixel - 16:9 - 3x Optical Zoom - 4x Digital Zoom - 2.5' Color LCD,Olympus,$104.95,olympus fe360 digital camera  pink  226540,8 megapixel  169  3x optical zoom  4x digital zoom  25 color lcd,olympus,104.95,olympus,False
208656497,Olympus FE-370 Digital Camera - Silver - 226420,"Olympus FE-370 8 Megapixel Digital Camera w/ Dual Image Stabilization, 5x optical zoom, 2.7 LCD, Face Detection, & 19 easy-to-use Shooting Modes - Silver",Olympus,$129.95,olympus fe370 digital camera  silver  226420,olympus fe370 8 megapixel digital camera w dual image stabilization 5x optical zoom 27 lcd face detection  19 easytouse shooting modes  silver,olympus,129.95,olympus,False
208670546,Sony RDR-GX360 DVD Player/Recorder,"DVD+RW, DVD-R, DVD-RAM, CD-RW - DVD Video, CD-DA, Video CD Playback - 1 Disc(s) - Progressive Scan",Sony,$109.99,sony rdrgx360 dvd playerrecorder,dvdrw dvdr dvdram cdrw  dvd video cdda video cd playback  1 discs  progressive scan,sony,109.99,sony,False
208670548,Sony BDP-S550 - Blu-ray DVD Player,,Sony,$322.70,sony bdps550  bluray dvd player,,sony,322.7,sony,False
208688474,"Samsung HT-BD2T Blu-ray 7.1 Home Theater System - Blu-ray, DVD & CD Playback, FM Receiver w/30 Station Presets, 1100W Total Output, 4 Tower Speakers & Subwoofer - HT-BD2T/XAA",,Samsung,,samsung htbd2t bluray 71 home theater system  bluray dvd  cd playback fm receiver w30 station presets 1100w total output 4 tower speakers  subwoofer  htbd2txaa,,samsung,,samsung,True
208710842,"Samsung LN46A850 - 46' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time - Super Slim 1.9' Thick!",,Samsung,"$1,769.00",samsung ln46a850  46 1080p lcd hdtv  500001 dynamic contrast ratio  120hz  4ms response time  super slim 19 thick,,samsung,1769.0,samsung,False
208710844,"Samsung LN52A850 - 52' 1080P LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time - Super Slim 1.9' Thick!",,Samsung,"$2,399.98",samsung ln52a850  52 1080p lcd hdtv  500001 dynamic contrast ratio  120hz  4ms response time  super slim 19 thick,,samsung,2399.98,samsung,False
208715736,7.0 Cu. Ft. Super Capacity Electric Dryer - MED5900TW,,Maytag,$479.00,70 cu ft super capacity electric dryer  med5900tw,,maytag,479.0,maytag,False
208715747,Full Console Dishwasher with 4 Automatic Cycles - DU1055XTSB,,Whirlpool,$378.29,full console dishwasher with 4 automatic cycles  du1055xtsb,,whirlpool,378.29,whirlpool,False
208715855,Pedistal for Duet Sport Electric Washer/Dryer - WHP1000SQ,,Whirlpool,$174.29,pedistal for duet sport electric washerdryer  whp1000sq,,whirlpool,174.29,whirlpool,False
208742932,"Samsung PN63A650 - 63' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Touch of Color Design - PN63A650T",,Samsung,"$3,448.00",samsung pn63a650  63 widescreen 1080p plasma hdtv  10000001 dynamic contrast ratio  touch of color design  pn63a650t,,samsung,3448.0,samsung,False
208787116,Dlo 004-0107 Hybridshell(tm) For Iphone(tm) 3g,,Dlo,,dlo 0040107 hybridshelltm for iphonetm 3g,,dlo,,dlo,True
208791918,15' LCD HDTV/DVD Combo Black - 15LV505,,Toshiba,,15 lcd hdtvdvd combo black  15lv505,,toshiba,,toshiba,True
208791919,Toshiba 22LV506 22' TV/DVD Combo,"21.9' - LCD - Active Matrix - ATSC, NTSC - 16:9 - 1680 x 1050 - - HDTV - DVD-R, DVD-RW, CD-R, CD-RW - 720p",Toshiba,,toshiba 22lv506 22 tvdvd combo,219  lcd  active matrix  atsc ntsc  169  1680 x 1050   hdtv  dvdr dvdrw cdr cdrw  720p,toshiba,,toshiba,True
208791921,Toshiba XD-E500 Upconversion DVD Player,"DVD-RW, CD-RW - DVD Video, CD-DA, JPEG, WMA, MP3, PCM Playback - Progressive Scan",Toshiba,$81.96,toshiba xde500 upconversion dvd player,dvdrw cdrw  dvd video cdda jpeg wma mp3 pcm playback  progressive scan,toshiba,81.96,toshiba,False
208791922,Toshiba SD-V296 DVD/VCR Combo,"VHS, DVD-RW, CD-RW - DVD Video, Video CD, WMA, MP3, JPEG, DivX, SQPB Playback - 1 Disc(s) - Progressive Scan - Black",Toshiba,,toshiba sdv296 dvdvcr combo,vhs dvdrw cdrw  dvd video video cd wma mp3 jpeg divx sqpb playback  1 discs  progressive scan  black,toshiba,,toshiba,True
208792604,Sony Cyber-shot DSC-W170 Digital Camera - Silver - DSCW170,10.1 Megapixel - 16:9 - 2x Digital Zoom - 2.7' Active Matrix TFT Color LCD,Sony,,sony cybershot dscw170 digital camera  silver  dscw170,101 megapixel  169  2x digital zoom  27 active matrix tft color lcd,sony,,sony,True
208809705,Jabra BT2070 Bluetooth Headset - 100-92070000-02,,Jabra,,jabra bt2070 bluetooth headset  1009207000002,,jabra,,jabra,True
208890628,"Logitech diNovo Edge, Mac Edition - 920-000924",,Logitech,,logitech dinovo edge mac edition  920000924,,logitech,,logitech,True
208890876,"Panasonic HD 3MOS 60GB Hard Disk Drive/SD Hybrid Camcorder with Advanced Optical Image Stabilizer, Leica Lens, 12x Optical Zoom, 2.7' Wide LCD and Records to Internal Hard Drive and SD Card - HDC-HS100K",,Panasonic,$911.96,panasonic hd 3mos 60gb hard disk drivesd hybrid camcorder with advanced optical image stabilizer leica lens 12x optical zoom 27 wide lcd and records to internal hard drive and sd card  hdchs100k,,panasonic,911.96,panasonic,False
208893644,TomTom XL 330 S Portable GPS Sysytem - Text to Speech - 4.3' Touchscreen - 1EG0.052.01,,"TOMTOM, INC.",,tomtom xl 330 s portable gps sysytem  text to speech  43 touchscreen  1eg005201,,tomtom inc,,tomtom,True
208893656,SB-900 AF SPEEDLIGHT W/-STND DIFFSN DOME FLT SET - 4807,,Nikon,$438.88,sb900 af speedlight wstnd diffsn dome flt set  4807,,nikon,438.88,nikon,False
208893658,"Olympus Stylus 1050 SW 10 Megapixel Digital Camera w/ 3x optical zoom, 2.7' LCD, Waterproof, Shockproof & Freezeproof, Tap Control, & Face Detection - Black - 226455",,Olympus,$228.95,olympus stylus 1050 sw 10 megapixel digital camera w 3x optical zoom 27 lcd waterproof shockproof  freezeproof tap control  face detection  black  226455,,olympus,228.95,olympus,False
208893661,"Olympus SP-565 UZ 10 Megapixel Digital Camera w/ 20x Wide-Angle Optical Zoom, Sensor-Shift Image Stabilization, Face Detection, & 13.5 fps Hight-Speed Sequential Shooting - 226480",,Olympus,,olympus sp565 uz 10 megapixel digital camera w 20x wideangle optical zoom sensorshift image stabilization face detection  135 fps hightspeed sequential shooting  226480,,olympus,,olympus,True
208893667,Canon PIXMA MP480 Color Inkjet All-In-One Photo Printer - 2918B002,,Canon,,canon pixma mp480 color inkjet allinone photo printer  2918b002,,canon,,canon,True
208930714,"Nikon COOLPIX S60 10 Megapixel Digital Camera w/ 5x Optical Zoom, Optical VR Image Stabilization, 3.5' High Res Touch Panel LCD, HD Pictmotion Slide Shows, & Autofocus and Auto Exposure - Pink - 26132",,Nikon,$259.88,nikon coolpix s60 10 megapixel digital camera w 5x optical zoom optical vr image stabilization 35 high res touch panel lcd hd pictmotion slide shows  autofocus and auto exposure  pink  26132,,nikon,259.88,nikon,False
208930717,Nikon Coolpix S610 Digital Camera - Midnight Black - 26125,10 Megapixel - 16:9 - 4x Optical Zoom - 4x Digital Zoom - 3' Active Matrix TFT Color LCD,Nikon,,nikon coolpix s610 digital camera  midnight black  26125,10 megapixel  169  4x optical zoom  4x digital zoom  3 active matrix tft color lcd,nikon,,nikon,True
208930722,"Nikon COOLPIX P6000 13 Megapixels Digital Camera w/ 4x Wide Angle Optical Zoom, 2.7' Hi-Res LCD, Optical VR Image Stabilization, Face Priority AF & TV Movies with Sound - Black - 26135",,Nikon,,nikon coolpix p6000 13 megapixels digital camera w 4x wide angle optical zoom 27 hires lcd optical vr image stabilization face priority af  tv movies with sound  black  26135,,nikon,,nikon,True
208930723,"Nikon COOLPIX S710 14 Megapixel Digital Camera w/3.6x Optical Wide-Angle Zoom, 3' LCD, Smile Mode, In-Camera Red-Eye Fix - Black - 26127",,Nikon,$307.77,nikon coolpix s710 14 megapixel digital camera w36x optical wideangle zoom 3 lcd smile mode incamera redeye fix  black  26127,,nikon,307.77,nikon,False
208937347,Canon CL-211 Color Ink Cartridge For PIXMA MP240 and MP480 Printers - 2976B001,"Cyan, Magenta, Yellow",Canon,$19.37,canon cl211 color ink cartridge for pixma mp240 and mp480 printers  2976b001,cyan magenta yellow,canon,19.37,canon,False
208937533,Toshiba 32AV502 - 31.5' Widescreen 720p LCD HDTV w/ Cinespeed - Piano Black - 32av502u,,Toshiba,$579.00,toshiba 32av502  315 widescreen 720p lcd hdtv w cinespeed  piano black  32av502u,,toshiba,579.0,toshiba,False
208937534,Toshiba 26AV502U - 26' Widescreen 720p LCD HDTV - Piano Black,,Toshiba,,toshiba 26av502u  26 widescreen 720p lcd hdtv  piano black,,toshiba,,toshiba,True
208939028,"TX-SR806B Receiver (7.1 Channels, 130 W/Channel, 0.08% THD, Supports 8 Devices) - TXSR806B",,Onkyo,$622.17,txsr806b receiver 71 channels 130 wchannel 008 thd supports 8 devices  txsr806b,,onkyo,622.17,onkyo,False
208941074,"Garmin nuVi 275T - 3.5' GPS w/Text To Speech, Bluetooth, Where Am I?, Connect Photos - 010-00576-00",,Garmin,$245.99,garmin nuvi 275t  35 gps wtext to speech bluetooth where am i connect photos  0100057600,,garmin,245.99,garmin,False
208941075,"Garmin nuVi 265WT - 4.3' Widescreen GPS w/Text to Speech, Bluetooth, Where Am I?, Connect Photos - 010-00575-10",,Garmin,,garmin nuvi 265wt  43 widescreen gps wtext to speech bluetooth where am i connect photos  0100057510,,garmin,,garmin,True
208941076,"Garmin 265T - 3.5' GPS w/Bluetooth, Text To Speech, Where Am I?, Connect Photos - 010-00576-10",,Garmin,$179.95,garmin 265t  35 gps wbluetooth text to speech where am i connect photos  0100057610,,garmin,179.95,garmin,False
208941079,Garmin nvi 755T Automobile Navigator - 010-00715-30,4.3' Active Matrix TFT Color LCD,Garmin,$364.99,garmin nvi 755t automobile navigator  0100071530,43 active matrix tft color lcd,garmin,364.99,garmin,False
208941080,Garmin AUTO NAV - 010-00715-20,,Garmin,$410.95,garmin auto nav  0100071520,,garmin,410.95,garmin,False
208972043,Panasonic Lithium Ion Digital Camera Battery - CGR-S006A/1B,Lithium Ion (Li-Ion) - Photo Battery,Panasonic,$49.99,panasonic lithium ion digital camera battery  cgrs006a1b,lithium ion liion  photo battery,panasonic,49.99,panasonic,False
208973561,Sony BRAVIA DAV-IS50/B Home Theater System,"DVD Player, 5.1 Speakers - 1 Disc(s) - Progressive Scan - 450W RMS - Dolby Digital EX, Dolby Pro Logic, Dolby Pro Logic II",Sony,,sony bravia davis50b home theater system,dvd player 51 speakers  1 discs  progressive scan  450w rms  dolby digital ex dolby pro logic dolby pro logic ii,sony,,sony,True
209000383,iHome iH70SRC 15 Watt Computer Speakers with iPod Syncing/Charging Dock - IH70SRC,,iHome,,ihome ih70src 15 watt computer speakers with ipod syncingcharging dock  ih70src,,ihome,,ihome,True
209000385,iHome IP47BR Bluetooth Clock Radio & Speakerphone for iPhone & iPod - iP47BR,,iHome,,ihome ip47br bluetooth clock radio  speakerphone for iphone  ipod  ip47br,,ihome,,ihome,True
209002546,Mosquito Magnet Defender Net (replacement),,Mosquito Magnet,,mosquito magnet defender net replacement,,mosquito magnet,,mosquito,True
209026630,Toshiba 40RV525U - 40' Widescreen 1080p LCD HDTV w/ Cinespeed - Piano Black,,Toshiba,$710.42,toshiba 40rv525u  40 widescreen 1080p lcd hdtv w cinespeed  piano black,,toshiba,710.42,toshiba,False
