id,name,description,price,name_clean,description_clean,price_clean,brand_clean,price_flag
37091,Sony Cyber-Shot Black Digital Camera - DSCT500B,Sony Cyber-Shot Black Digital Camera - DSCT500B/ 10.1 Megapixels/ 720p HD Video Recording/ 3.5' LCD Plus Touch Screen Display/ 4MB Internal Memory/ Carl Zeiss 5X Optical Zoom Lens/ 16:9 High-Resolution Mode/ High Sensitivity Mode/ Burst Mode/ Face Detection Technology/ High Sensitivity ISO 3200/ In-Camera Retouching/ Optical SteadyShot Image Stabilization With Double Anti-Blur Solution/ HDTV Compatibility/ BRAVIA Sync/ PhotoTV HD/ Stamina Battery Power/ Black Finish,,sony cybershot black digital camera  dsct500b,sony cybershot black digital camera  dsct500b 101 megapixels 720p hd video recording 35 lcd plus touch screen display 4mb internal memory carl zeiss 5x optical zoom lens 169 highresolution mode high sensitivity mode burst mode face detection technology high sensitivity iso 3200 incamera retouching optical steadyshot image stabilization with double antiblur solution hdtv compatibility bravia sync phototv hd stamina battery power black finish,,sony,True
37110,Canon PowerShot Silver Digital Camera - SX110IS,Canon PowerShot SX110 IS Silver Digital Camera - SX110IS/ 9.0 Megapixel/ 10x Optical Zoom Lens With Optical Image Stabilizer Technology/ 3.0' LCD Display/ DIGIC III Image Processor/ Face Detection/ Motion Detection/ 20 Shooting Modes Including 8 Special Scene Modes/ Red-Eye Correction/ Automatic ISO Settings/ Print-Share Button/ Power By AA Batteries For Convenient/ Silver Finish,,canon powershot silver digital camera  sx110is,canon powershot sx110 is silver digital camera  sx110is 90 megapixel 10x optical zoom lens with optical image stabilizer technology 30 lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes redeye correction automatic iso settings printshare button power by aa batteries for convenient silver finish,,canon,True
37120,Canon PowerShot Black Digital Camera - SX110ISB,Canon PowerShot SX110 IS Black Digital Camera - SX110ISB/ 9.0 Megapixel/ 10x Optical Zoom Lens With Optical Image Stabilizer Technology/ 3.0' LCD Display/ DIGIC III Image Processor/ Face Detection/ Motion Detection/ 20 Shooting Modes Including 8 Special Scene Modes/ Red-Eye Correction/ Automatic ISO Settings/ Print-Share Button/ Power By AA Batteries For Convenient/ Black Finish,,canon powershot black digital camera  sx110isb,canon powershot sx110 is black digital camera  sx110isb 90 megapixel 10x optical zoom lens with optical image stabilizer technology 30 lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes redeye correction automatic iso settings printshare button power by aa batteries for convenient black finish,,canon,True
37123,Canon PowerShot A1000 IS Gray Digital Camera - A1000ISG,Canon PowerShot A1000 IS Gray Digital Camera - A1000ISG/ 10.0 Megapixel/ 4x Optical Zoom With Optical Image Stabilizer Technology/ 2.5' Optical Viewfinder LCD Display/ DIGIC III Image Processor/ Face Detection/ Motion Detection/ 17 Shooting Modes Including 8 Special Scene Modes/ Red-Eye Correction/ Automatic ISO Settings/ Print-Share Button/ Power By AA Batteries For Convenient/ Gray Finish,,canon powershot a1000 is gray digital camera  a1000isg,canon powershot a1000 is gray digital camera  a1000isg 100 megapixel 4x optical zoom with optical image stabilizer technology 25 optical viewfinder lcd display digic iii image processor face detection motion detection 17 shooting modes including 8 special scene modes redeye correction automatic iso settings printshare button power by aa batteries for convenient gray finish,,canon,True
37139,Olympus Stylus 1050 SW Black Digital Camera - STYLUS1050SWB,Olympus Stylus 1050 SW Black Digital Camera - STYLUS1050SWB/ 10.1 Megapixel/ Shockproof/ Waterproof Up To 10 Ft./ Freezeproof/ 3x Optical Zoom/ 2.7' LCD Display/ 41.6MB Internal Memory/ Tap Control Feature/ Face Detection/ 27 Shooting Modes/ Continuous Shooting/ High ISO Sensitivity/ In-Camera Panorama/ Movie Mode/ Black Finish,,olympus stylus 1050 sw black digital camera  stylus1050swb,olympus stylus 1050 sw black digital camera  stylus1050swb 101 megapixel shockproof waterproof up to 10 ft freezeproof 3x optical zoom 27 lcd display 416mb internal memory tap control feature face detection 27 shooting modes continuous shooting high iso sensitivity incamera panorama movie mode black finish,,olympus,True
37141,Nikon D90 Black Digital SLR Camera With Nikkor 18-105mm Lens - D90OUTFIT,Nikon D90 Black Digital SLR Camera With Nikkor 18-105mm Lens - D90OUTFIT/ 12.3 Megapixel/ 3' TFT LCD Display/ D-Movie Shooting Function/ EXPEED Image Processing/ Scene Recognition System/ In-Camera Retouch Menu/ Low-Noise Performance/ Active D-Lighting/ Viewfinder/ Compatible With HDMI Output/ Included AF-S DX NIKKOR 18-105mm VR Lens/ Black Finish,,nikon d90 black digital slr camera with nikkor 18105mm lens  d90outfit,nikon d90 black digital slr camera with nikkor 18105mm lens  d90outfit 123 megapixel 3 tft lcd display dmovie shooting function expeed image processing scene recognition system incamera retouch menu lownoise performance active dlighting viewfinder compatible with hdmi output included afs dx nikkor 18105mm vr lens black finish,,nikon,True
37142,Nikon D90 Black Digital SLR Camera - D90BODY,Nikon D90 Black Digital SLR Camera - D90BODY/ 12.3 Megapixel/ 3' TFT LCD Display/ D-Movie Shooting Function/ EXPEED Image Processing/ Scene Recognition System/ In-Camera Retouch Menu/ Low-Noise Performance/ Active D-Lighting/ Viewfinder/ Compatible With HDMI Output/ Body Only/ Lens Sold Separately/ Black Finish,,nikon d90 black digital slr camera  d90body,nikon d90 black digital slr camera  d90body 123 megapixel 3 tft lcd display dmovie shooting function expeed image processing scene recognition system incamera retouch menu lownoise performance active dlighting viewfinder compatible with hdmi output body only lens sold separately black finish,,nikon,True
37145,Garmin Nuvi 765T GPS Navigation System - 0100071520,Garmin Nuvi 765T GPS Navigation System - 0100071520/ 4.3' Touchscreen Widescreen Display/ Up To 5 Hours/ Sleek & Slim Design/ Advanced Navigation With Lane Assist/ Bluetooth Wireless/ FM Traffic/ 3-D Building View/ Preloaded Street Maps For North America/ Photo Navigation/ Speaks Street Names/ FM Transmitter/ MP3 Player/ Route Planning/ Where Am I?/ Garmin Locate/ Grey Finish,,garmin nuvi 765t gps navigation system  0100071520,garmin nuvi 765t gps navigation system  0100071520 43 touchscreen widescreen display up to 5 hours sleek  slim design advanced navigation with lane assist bluetooth wireless fm traffic 3d building view preloaded street maps for north america photo navigation speaks street names fm transmitter mp3 player route planning where am i garmin locate grey finish,,garmin,True
37150,Toshiba Black 15' LCD Flat Panel HDTV/DVD Combo - 15LV505,Toshiba Black 15' LCD Flat Panel HDTV/DVD Combo - 15LV505/ Built-In Slot Loading DVD Player/ Built-In ATSC/NTSC/QAM Digital Tuning/ DivX Certified/ Dolby Digital And DTS Compatible Output/ Black Finish,,toshiba black 15 lcd flat panel hdtvdvd combo  15lv505,toshiba black 15 lcd flat panel hdtvdvd combo  15lv505 builtin slot loading dvd player builtin atscntscqam digital tuning divx certified dolby digital and dts compatible output black finish,,toshiba,True
37162,Canon PIXMA Photo All-In-One Printer - MP620,"Canon PIXMA Photo All-In-One Printer - MP620/ High Performance Printer And Copier, Scanner/ Easy Scroll Wheel/ Dual Paper Trays/ 2.5' High Definition LCD Display/ Maximum 9600 x 2400 Color Dpi/ Automatic Image Optimization/ Quick Start/ Wi-Fi Ready/ Built-In Media Card Slot/ ENERGY STAR Qualified",$149.00,canon pixma photo allinone printer  mp620,canon pixma photo allinone printer  mp620 high performance printer and copier scanner easy scroll wheel dual paper trays 25 high definition lcd display maximum 9600 x 2400 color dpi automatic image optimization quick start wifi ready builtin media card slot energy star qualified,149.0,canon,False
37174,TiVo HD XL Black Digital Video Recorder - TCD658000,"TiVo HD XL Black Digital Video Recorder - TCD658000/ Search, Record And Watch Shows In HD/ Save Up To 150 Hours Of HD Programming At A Time/ Control Cable TV With Pause, Rewind, Fast-Forward, And Slow-Motion/ Record Two Shows At Once In HD/ Digital Transition Ready/ Backlit Remote Control/ Netflix Instant Streaming/ TiVo Service Required And Sold Separately",$599.00,tivo hd xl black digital video recorder  tcd658000,tivo hd xl black digital video recorder  tcd658000 search record and watch shows in hd save up to 150 hours of hd programming at a time control cable tv with pause rewind fastforward and slowmotion record two shows at once in hd digital transition ready backlit remote control netflix instant streaming tivo service required and sold separately,599.0,tivo,False
37181,Apple 8GB Black 2nd Generation iPod Touch - MB528LLA,"Apple 8GB Black 2nd Generation iPod Touch - MB528LLA/ Holds Up To 1,750 Songs In 128-Kbps AAC Format, 10,000 iPod-Viewable Photos And 10 Hours Of Video/ Wi-Fi (802.11b/g)/ Nike + iPod Support Built-In/ Maps Location-Based Service/ 3.5' (Diagonal) Widescreen Multi-Touch Display/ 480x320-Pixel Resolution/ 480p And 576p Component TV Out/ Mac And Windows Compatible/ Black Finish",$229.00,apple 8gb black 2nd generation ipod touch  mb528lla,apple 8gb black 2nd generation ipod touch  mb528lla holds up to 1750 songs in 128kbps aac format 10000 ipodviewable photos and 10 hours of video wifi 80211bg nike  ipod support builtin maps locationbased service 35 diagonal widescreen multitouch display 480x320pixel resolution 480p and 576p component tv out mac and windows compatible black finish,229.0,apple,False
37182,Apple 16GB Black 2nd Generation iPod Touch - MB531LLA,"Apple 16GB Black 2nd Generation iPod Touch - MB531LLA/ Holds Up To 3,500 Songs In 128-Kbps AAC Format, 20,000 iPod-Viewable Photos And 20 Hours Of Video/ Wi-Fi (802.11b/g)/ Nike + iPod Support Built-In/ Maps Location-Based Service/ 3.5' (Diagonal) Widescreen Multi-Touch Display/ 480x320-Pixel Resolution/ 480p And 576p Component TV Out/ Mac And Windows Compatible/ Black Finish",$299.00,apple 16gb black 2nd generation ipod touch  mb531lla,apple 16gb black 2nd generation ipod touch  mb531lla holds up to 3500 songs in 128kbps aac format 20000 ipodviewable photos and 20 hours of video wifi 80211bg nike  ipod support builtin maps locationbased service 35 diagonal widescreen multitouch display 480x320pixel resolution 480p and 576p component tv out mac and windows compatible black finish,299.0,apple,False
37183,Apple 32GB Black 2nd Generation iPod Touch - MB533LLA,"Apple 32GB Black 2nd Generation iPod Touch - MB533LLA/ Holds Up To 7,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 40 Hours Of Video/ Wi-Fi (802.11b/g)/ Nike + iPod Support Built-In/ Maps Location-Based Service/ 3.5' (Diagonal) Widescreen Multi-Touch Display/ 480x320-Pixel Resolution/ 480p And 576p Component TV Out/ Mac And Windows Compatible/ Black Finish",$399.00,apple 32gb black 2nd generation ipod touch  mb533lla,apple 32gb black 2nd generation ipod touch  mb533lla holds up to 7000 songs in 128kbps aac format 25000 ipodviewable photos and 40 hours of video wifi 80211bg nike  ipod support builtin maps locationbased service 35 diagonal widescreen multitouch display 480x320pixel resolution 480p and 576p component tv out mac and windows compatible black finish,399.0,apple,False
37187,Apple 8GB Silver 4th Generation iPod Nano - MB598LLA,"Apple 8GB Silver 4th Generation iPod Nano - MB598LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Silver Finish",$144.00,apple 8gb silver 4th generation ipod nano  mb598lla,apple 8gb silver 4th generation ipod nano  mb598lla holds up to 2000 songs in 128kbps aac format 7000 ipodviewable photos and 8 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible silver finish,144.0,apple,False
37192,Apple 8GB Blue 4th Generation iPod Nano - MB732LLA,"Apple 8GB Blue 4th Generation iPod Nano - MB732LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Blue Finish",$149.00,apple 8gb blue 4th generation ipod nano  mb732lla,apple 8gb blue 4th generation ipod nano  mb732lla holds up to 2000 songs in 128kbps aac format 7000 ipodviewable photos and 8 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible blue finish,149.0,apple,False
37196,Apple 8GB Pink 4th Generation iPod Nano - MB735LLA,"Apple 8GB Pink 4th Generation iPod Nano - MB735LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Pink Finish",$144.00,apple 8gb pink 4th generation ipod nano  mb735lla,apple 8gb pink 4th generation ipod nano  mb735lla holds up to 2000 songs in 128kbps aac format 7000 ipodviewable photos and 8 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible pink finish,144.0,apple,False
37198,Apple 8GB Purple 4th Generation iPod Nano - MB739LLA,"Apple 8GB Purple 4th Generation iPod Nano - MB739LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Purple Finish",$149.00,apple 8gb purple 4th generation ipod nano  mb739lla,apple 8gb purple 4th generation ipod nano  mb739lla holds up to 2000 songs in 128kbps aac format 7000 ipodviewable photos and 8 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible purple finish,149.0,apple,False
37201,Apple 16GB Green 4th Generation iPod Nano - MB913LLA,"Apple 16GB Green 4th Generation iPod Nano - MB913LLA/ Holds Up To 4,000 Songs In 128-Kbps AAC Format, 14,000 iPod-Viewable Photos And 16 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Green Finish",,apple 16gb green 4th generation ipod nano  mb913lla,apple 16gb green 4th generation ipod nano  mb913lla holds up to 4000 songs in 128kbps aac format 14000 ipodviewable photos and 16 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible green finish,,apple,True
37202,Apple 8GB Green 4th Generation iPod Nano - MB745LLA,"Apple 8GB Green 4th Generation iPod Nano - MB745LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Green Finish",$149.00,apple 8gb green 4th generation ipod nano  mb745lla,apple 8gb green 4th generation ipod nano  mb745lla holds up to 2000 songs in 128kbps aac format 7000 ipodviewable photos and 8 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible green finish,149.0,apple,False
37207,Apple 8GB Black 4th Generation iPod Nano - MB754LLA,"Apple 8GB Black 4th Generation iPod Nano - MB754LLA/ Holds Up To 2,000 Songs In 128-Kbps AAC Format, 7,000 iPod-Viewable Photos And 8 Hours Of Video/ 2' (Diagonal) Liquid Crystal Display With Blue-White LED Backlight/ 320-By-240-Pixel Resolution/ Give It A Shake To Shuffle Your Music/ Turn It Sideways To View Cover Flow/ Mac And Windows Compatible/ Black Finish",$144.00,apple 8gb black 4th generation ipod nano  mb754lla,apple 8gb black 4th generation ipod nano  mb754lla holds up to 2000 songs in 128kbps aac format 7000 ipodviewable photos and 8 hours of video 2 diagonal liquid crystal display with bluewhite led backlight 320by240pixel resolution give it a shake to shuffle your music turn it sideways to view cover flow mac and windows compatible black finish,144.0,apple,False
37208,Apple 120GB Silver 7th Generation iPod Classic - MB562LLA,"Apple 120GB Silver 7th Generation iPod Classic - MB562LLA/ Holds Up To 30,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 150 Hours Of Video/ 2.5' (Diagonal) Color LCD With LED Backlight/ 320-By-240-Pixel Resolution/ Mac And Windows Compatible/ Silver Finish",,apple 120gb silver 7th generation ipod classic  mb562lla,apple 120gb silver 7th generation ipod classic  mb562lla holds up to 30000 songs in 128kbps aac format 25000 ipodviewable photos and 150 hours of video 25 diagonal color lcd with led backlight 320by240pixel resolution mac and windows compatible silver finish,,apple,True
37210,Apple 120GB Black 7th Generation iPod Classic - MB565LLA,"Apple 120GB Black 7th Generation iPod Classic - MB565LLA/ Holds Up To 30,000 Songs In 128-Kbps AAC Format, 25,000 iPod-Viewable Photos And 150 Hours Of Video/ 2.5' (Diagonal) Color LCD With LED Backlight/ 320-By-240-Pixel Resolution/ Mac And Windows Compatible/ Black Finish",,apple 120gb black 7th generation ipod classic  mb565lla,apple 120gb black 7th generation ipod classic  mb565lla holds up to 30000 songs in 128kbps aac format 25000 ipodviewable photos and 150 hours of video 25 diagonal color lcd with led backlight 320by240pixel resolution mac and windows compatible black finish,,apple,True
37211,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA,Apple 1GB Pink 2nd Generation iPod Shuffle - MB811LLA/ Holds Up To 240 Songs In 128-Kbps AAC Format/ 12 Hours Of Continuous Playback/ Skip-Free Playback/ Battery Indicator/ Shuffle Switch/ Built-In Clip/ Mac And Windows Compatible/ Pink Finish,$49.00,apple 1gb pink 2nd generation ipod shuffle  mb811lla,apple 1gb pink 2nd generation ipod shuffle  mb811lla holds up to 240 songs in 128kbps aac format 12 hours of continuous playback skipfree playback battery indicator shuffle switch builtin clip mac and windows compatible pink finish,49.0,apple,False
37231,Yamaha YAS-71 Black Front Surround System - YAS71BK,"Yamaha YAS-71 Black Front Surround System - YAS71BK/ 210 Watts Total Power/ Dolby Digital, DTS And Dolby Pro Logic II Compatibility/ CINEMA DSP Digital/ Magnetic Shielding/ Digital Amplifier/ Air Surround Xtreme/ 4 Surround Programs/ Compressed Music Enhancer/ Night Listening Mode/ Black Finish",,yamaha yas71 black front surround system  yas71bk,yamaha yas71 black front surround system  yas71bk 210 watts total power dolby digital dts and dolby pro logic ii compatibility cinema dsp digital magnetic shielding digital amplifier air surround xtreme 4 surround programs compressed music enhancer night listening mode black finish,,yamaha,True
37287,Toshiba 32' Black LCD Flat Panel HDTV - 32AV502U,Toshiba 32' Black LCD Flat Panel HDTV - 32AV502U/ 720p (1366 x 768) HD CineSpeed Display/ DynaLight Dynamic Backlight Control/ NTSC/ATSC/QAM Digital Tuner/ 10 Bit Video Processor/ 60Hz Video Scan Rate/ Color Temperature Control/ Auto Aspect Control/ Black Finish,,toshiba 32 black lcd flat panel hdtv  32av502u,toshiba 32 black lcd flat panel hdtv  32av502u 720p 1366 x 768 hd cinespeed display dynalight dynamic backlight control ntscatscqam digital tuner 10 bit video processor 60hz video scan rate color temperature control auto aspect control black finish,,toshiba,True
37293,Sony VAIO AW Series Titanium Grey Notebook Computer - VGNAW110JH,Sony VAIO AW Series Titanium Grey Notebook Computer - VGNAW110JH/ 2.26GHz Intel Core 2 Duo Processor P8400/ 18.4' (1680 x 945) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone With Face-Tracking Technology/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ Blu-ray Drive (Read Only)/ Titanium Grey Finish,,sony vaio aw series titanium grey notebook computer  vgnaw110jh,sony vaio aw series titanium grey notebook computer  vgnaw110jh 226ghz intel core 2 duo processor p8400 184 1680 x 945 xbriteeco widescreen display 320gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone with facetracking technology 4gb pc26400 2gbx2 installed memory integrated stereo a2dp bluetooth bluray drive read only titanium grey finish,,sony,True
37301,Sony VAIO CS Series Red Notebook Computer - VGNCS110ER,Sony VAIO CS Series Red Notebook Computer - VGNCS110ER/ 2.0GHz Intel Core 2 Duo Processor T5800/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 250GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 3GB PC2-6400 (2GBx1 + 1GBx1) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 32-bit With SP1/ Red Finish,,sony vaio cs series red notebook computer  vgncs110er,sony vaio cs series red notebook computer  vgncs110er 20ghz intel core 2 duo processor t5800 141 1280 x 800 xbriteeco widescreen display 250gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone 3gb pc26400 2gbx1  1gbx1 installed memory integrated stereo a2dp bluetooth 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 32bit with sp1 red finish,,sony,True
37308,Sony VAIO CS Series Pink Notebook Computer - VGNCS180JP,Sony VAIO CS Series Pink Notebook Computer - VGNCS180JP/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Pink Finish,,sony vaio cs series pink notebook computer  vgncs180jp,sony vaio cs series pink notebook computer  vgncs180jp 226ghz intel core 2 duo processor p8400 141 1280 x 800 xbriteeco widescreen display 320gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone 4gb pc26400 2gbx2 installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache bluray drive read only genuine microsoft windows vista home premium 64bit pink finish,,sony,True
37309,Sony VAIO CS Series Black Notebook Computer - VGNCS180JQ,Sony VAIO CS Series Black Notebook Computer - VGNCS180JQ/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Black Finish,,sony vaio cs series black notebook computer  vgncs180jq,sony vaio cs series black notebook computer  vgncs180jq 226ghz intel core 2 duo processor p8400 141 1280 x 800 xbriteeco widescreen display 320gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone 4gb pc26400 2gbx2 installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache bluray drive read only genuine microsoft windows vista home premium 64bit black finish,,sony,True
37310,Sony VAIO CS Series Red Notebook Computer - VGNCS180JR,Sony VAIO CS Series Red Notebook Computer - VGNCS180JR/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Red Finish,,sony vaio cs series red notebook computer  vgncs180jr,sony vaio cs series red notebook computer  vgncs180jr 226ghz intel core 2 duo processor p8400 141 1280 x 800 xbriteeco widescreen display 320gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone 4gb pc26400 2gbx2 installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache bluray drive read only genuine microsoft windows vista home premium 64bit red finish,,sony,True
37311,Sony VAIO CS Series White Notebook Computer - VGNCS180JW,Sony VAIO CS Series White Notebook Computer - VGNCS180JW/ 2.26GHz Intel Core 2 Duo Processor P8400/ 14.1' (1280 x 800) XBRITE-ECO Widescreen Display/ 320GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ Integrated Stereo A2DP Bluetooth/ 1066MHz Front Side Bus Speed/ 3MB L2 Cache/ Blu-ray Drive (Read Only)/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ White Finish,,sony vaio cs series white notebook computer  vgncs180jw,sony vaio cs series white notebook computer  vgncs180jw 226ghz intel core 2 duo processor p8400 141 1280 x 800 xbriteeco widescreen display 320gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone 4gb pc26400 2gbx2 installed memory integrated stereo a2dp bluetooth 1066mhz front side bus speed 3mb l2 cache bluray drive read only genuine microsoft windows vista home premium 64bit white finish,,sony,True
37322,Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS,Sony VAIO NS Series Silver Notebook Computer - VGNNS190JS/ 2.0GHz Intel Core 2 Duo Processor T5800/ 15.4' (1280 x 800) XBRITE-ECO Widescreen Display/ 250GB Serial ATA 5400rpm Hard Drive/ Built-In 1.3 Megapixel MOTION EYE Camera And Microphone/ 4GB PC2-6400 (2GBx2) Installed Memory/ 800MHz Front Side Bus Speed/ 2MB L2 Cache/ Genuine Microsoft Windows Vista Home Premium 64-Bit/ Blu-ray Drive (Read Only)/ Silver Finish,,sony vaio ns series silver notebook computer  vgnns190js,sony vaio ns series silver notebook computer  vgnns190js 20ghz intel core 2 duo processor t5800 154 1280 x 800 xbriteeco widescreen display 250gb serial ata 5400rpm hard drive builtin 13 megapixel motion eye camera and microphone 4gb pc26400 2gbx2 installed memory 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 64bit bluray drive read only silver finish,,sony,True
37331,Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022,"Coby 10.2' Black LCD Flat Panel HDTV - TFTV1022/ 800 x 480 Resolution/ 480i, 480p, 720p, 1080i DTV Input Format/ ATSC/QAM/NTSC Tuner/ Digital Comb Filter And Noise Reduction/ 400:1 Contrast Ratio/ 30ms Response Time/ Black Finish",,coby 102 black lcd flat panel hdtv  tftv1022,coby 102 black lcd flat panel hdtv  tftv1022 800 x 480 resolution 480i 480p 720p 1080i dtv input format atscqamntsc tuner digital comb filter and noise reduction 4001 contrast ratio 30ms response time black finish,,coby,True
37340,Panasonic Black High Defintion 60GB Hard Disk Drive/SD Hybrid Camcorder - HDCHS100K,Panasonic Black High Defintion 60GB Hard Disk Drive/SD Hybrid Camcorder - HDCHS100K/ 1920x1080 Pixel Recording/ Advanced Optical Image Stabilizer/ Leica Lens/ 12x Optical Zoom/ 2.7' Wide LCD/ 5.1 Channel Surround Sound/ Records To Internal Hard Drive And SD Memory Card/ Black Finish,,panasonic black high defintion 60gb hard disk drivesd hybrid camcorder  hdchs100k,panasonic black high defintion 60gb hard disk drivesd hybrid camcorder  hdchs100k 1920x1080 pixel recording advanced optical image stabilizer leica lens 12x optical zoom 27 wide lcd 51 channel surround sound records to internal hard drive and sd memory card black finish,,panasonic,True
